Site,Region,Period,Number,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,Architecture,TerraceConfidence,TerraceExtent,Sherd,SherdMed,SherdMin,SherdMax,Rubble,RubbleMed,RubbleMin,RubbleMax,Population,PopMin,PopMax,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,OccSeqLoc,SubOc1,SubOc2,PdDupSite,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum,
CH-AZ-170,CH,AZ,170,1001170,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.43,512.45,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,685,13.2,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,150,75,150,AD,3,Small dispersed village,,3,0,0,0,1,0,0,,0,0,0,0,1,1,1,170,B,B,0,4,,2128,512,2128430,512450,80,
CH-AZ-171,CH,AZ,171,1001171,,,,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2129.07,512.2,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,Moderate (determination of boundaries problematic),685,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,1,0,0,1,1,171,A,B,0,4,,2129,512,2129070,512200,81,
CH-AZ-172,CH,AZ,172,1001172,Chalco,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2129.15,510.43,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Grazing and Agriculture,Extensive (beyond control),670,249.5,2,0,0,2,2,,FALSE,,,,,,,,,,,12500,6250,12500,AD,10,Local center,,3,0,0,0,0,0,0,,0,1,0,0,1,1,1,172,B,B,0,4,,2129,510,2129150,510430,82,
CH-AZ-173,CH,AZ,173,1001173,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127.85,511.32,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,2.3,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,40,20,40,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,173,A,A,0,4,,2128,511,2127850,511320,83,
CH-AZ-174,CH,AZ,174,1001174,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127.6,511.65,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,7.7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,80,40,80,AD,6,Large hamlet,,1,0,0,0,0,0,0,,0,0,1,0,1,0,1,174,A,A,0,4,,2128,512,2127600,511650,84,
CH-AZ-175,CH,AZ,175,1001175,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2125.11,509.68,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,Moderate (determination of boundaries problematic),700,5.5,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,100,50,100,AD,12,Questionable,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,175,A,A,0,4,,2125,510,2125110,509680,85,
CH-AZ-176,CH,AZ,176,1001176,,,,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2122.44,509.93,2300,2300,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Grazing,None or Unspecified,725,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,176,A,A,0,4,,2122,510,2122440,509930,86,
CH-AZ-177,CH,AZ,177,1001177,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2122.36,508.88,2350,2350,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Grazing,None or Unspecified,750,0.8,1,0,0,1,1,,TRUE,,,Very light,Light,,,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,177,A,A,0,4,,2122,509,2122360,508880,87,
CH-AZ-178,CH,AZ,178,1001178,,,,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2122.63,508.55,2340,2340,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Grazing,None or Unspecified,750,0.2,1,0,0,1,1,6,TRUE,,,,,,,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,178,A,A,0,4,,2123,509,2122630,508550,88,
CH-AZ-179,CH,AZ,179,1001179,,Amecameca,Terminal Formative,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.01,508.72,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium-deep,,Medium,Deep (100+ cm),Slight,Slight,,,Agricultural,None or Unspecified,733,0.1,0,1,0,1,1,,FALSE,Definite,,,,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,2,0,0,0,1,0,0,,0,0,0,0,0,1,1,179,B,B,0,4,,2123,509,2123010,508720,89,
CH-AZ-182,CH,AZ,182,1001182,,Amecameca,Aztec,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.76,508.13,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,725,0.9,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,1,1,0,0,,0,0,0,0,0,1,2,179,B,B,0,4,,2124,508,2123760,508130,93,
CH-AZ-180,CH,AZ,180,1001180,,,,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.63,508.68,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,725,0.1,1,1,0,1,1,48,FALSE,Definite,,,,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,180,A,A,0,4,,2124,509,2123630,508680,91,
CH-AZ-181,CH,AZ,181,1001181,,Amecameca,Aztec,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.94,508.53,2260,2260,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,None,None or Unspecified,725,0.8,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,181,A,A,0,4,,2124,509,2123940,508530,92,
CH-AZ-183,CH,AZ,183,1001183,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.01,506.93,2310,2310,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Grazing and Agriculture,None or Unspecified,766,0.9,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,183,A,A,0,4,,2123,507,2123010,506930,94,
CH-AZ-184,CH,AZ,184,1001184,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.81,505.82,2245,2245,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,725,0.8,1,0,0,1,1,525,TRUE,,,Very light,Light,,,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,184,A,A,0,4,,2124,506,2123810,505820,95,
CH-AZ-185,CH,AZ,185,1001185,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2124.36,505.75,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,725,1.6,1,0,0,1,1,225,FALSE,,Trace,,,,,,,,,20,10,20,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,185,A,A,0,4,,2124,506,2124360,505750,96,
CH-AZ-186,CH,AZ,186,1001186,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2126.58,508.72,2243,0,2240,2245,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,Moderate (determination of boundaries problematic),675,25.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,Light,Light,,,,,500,250,500,AD,12,Questionable,,3,0,0,0,0,0,0,,0,2,0,0,1,1,2,186,A,A,0,4,,2127,509,2126580,508720,97,
CH-AZ-187,CH,AZ,187,1001187,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2126.85,508.5,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,4.7,0,1,0,1,1,,FALSE,,,Light,Light-moderate,,,,,,,100,50,100,AD,12,Questionable,,3,0,0,0,0,0,0,,0,1,0,0,1,1,1,187,B,B,0,4,,2127,508,2126850,508500,98,
CH-AZ-188,CH,AZ,188,1001188,,Chalco,Aztec,69-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2127.16,506.97,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.2,4,0,0,4,4,638,TRUE,Definite,,,,,,,,,,50,25,50,HC,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,188,A,A,0,4,,2127,507,2127160,506970,99,
CH-AZ-189,CH,AZ,189,1001189,,,,69-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2128.41,508.25,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,1.5,1,0,0,1,1,400,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,HC,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,189,A,A,0,4,,2128,508,2128410,508250,100,
CH-AZ-190,CH,AZ,190,1001190,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.63,508.1,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,670,7.7,8,0,4,8,8,6925,FALSE,,,Light,Light-moderate,,,,,,,160,80,160,AD,3,Small dispersed village,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,190,A,A,0,4,,2129,508,2128630,508100,102,
CH-AZ-191,CH,AZ,191,1001191,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.97,508.68,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,670,3.9,1,0,0,1,1,225,FALSE,,,Light,Light-moderate,,,,,,,80,40,80,AD,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,191,A,A,0,4,,2129,509,2128970,508680,103,
CH-AZ-192,CH,AZ,192,1001192,Xico,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2129.82,507.55,2245,0,2240,2250,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,Very slight,,None,Slight,Grazing and Agriculture,None or Unspecified,660,62.1,43,0,22,43,43,13064,FALSE,,,Light,Moderate,Light-moderate,,Light,Substantial,,,2500,1250,2500,AD,10,Local center,,3,0,0,0,0,1,0,,0,1,1,0,1,1,3,192,A,A,0,4,,2130,508,2129820,507550,104,
CH-AZ-193,CH,AZ,193,1001193,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.43,507.4,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.2,3,0,2,3,3,725,TRUE,,,,,,,,,,,30,15,30,HC,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,193,A,A,0,4,,2128,507,2128430,507400,105,
CH-AZ-194,CH,AZ,194,1001194,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.03,507.22,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,4.1,1,0,0,1,1,400,FALSE,,,,,,,,,,,100,50,100,AD,6,Large hamlet,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,194,A,A,0,4,,2128,507,2128030,507220,106,
CH-AZ-195,CH,AZ,195,1001195,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127.95,506.6,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,4.4,2,0,1,2,2,14625,FALSE,,,Light,Light-moderate,,,,,,,90,45,90,AD,6,Large hamlet,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,195,A,A,0,4,,2128,507,2127950,506600,107,
CH-AZ-196,CH,AZ,196,1001196,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.55,506.72,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Grazing,None or Unspecified,670,0.1,3,0,1,3,3,513,TRUE,Definite,,,,,,,,,,30,15,30,HC,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,196,A,A,0,4,,2129,507,2128550,506720,108,
CH-AZ-197,CH,AZ,197,1001197,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.65,506.3,2248,0,2245,2250,2,Island,Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Grazing,None or Unspecified,670,2.5,2,0,0,2,2,325,FALSE,,,Light,Light-moderate,,,,,,,50,25,50,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,197,A,A,0,4,,2129,506,2128650,506300,109,
CH-AZ-198,CH,AZ,198,1001198,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2129.85,506.57,2290,2290,0,0,2,Island,Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Grazing,None or Unspecified,660,0.1,1,0,1,1,1,25,FALSE,,Trace,,,,,,,Unspecified,Unspecified,0,0,0,AD,12,Questionable,,2,0,0,0,0,0,0,,0,1,0,0,0,1,1,198,B,B,0,4,,2130,507,2129850,506570,110,
CH-AZ-199,CH,AZ,199,1001199,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.32,506.18,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,670,0.1,3,0,0,3,3,675,TRUE,,Trace,,,Moderate,Moderate,,,,,20,10,20,HC,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,199,A,A,0,4,,2128,506,2128320,506180,111,
CH-AZ-200,CH,AZ,200,1001200,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127.85,506.25,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Grazing and Agriculture,None or Unspecified,675,1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,200,A,A,0,4,,2128,506,2127850,506250,114,
CH-AZ-201,CH,AZ,201,1001201,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2126.38,505.47,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,0.5,1,0,0,1,1,144,TRUE,,Trace,,,,,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,201,A,A,0,4,,2126,505,2126380,505470,115,
CH-AZ-202,CH,AZ,202,1001202,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.94,504.68,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,700,2.3,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,202,A,A,0,4,,2124,505,2123940,504680,116,
CH-AZ-203,CH,AZ,203,1001203,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.08,502.07,2300,2300,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Agricultural,None or Unspecified,800,0.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,203,A,A,0,4,,2123,502,2123080,502070,117,
CH-AZ-204,CH,AZ,204,1001204,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.69,501.85,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Slight,Slight,,,Agricultural,None or Unspecified,750,3.8,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,50,25,50,AD,6,Large hamlet,,2,0,0,0,1,0,0,,0,0,0,0,0,1,1,204,B,C,0,4,,2124,502,2123690,501850,118,
CH-AZ-205,CH,AZ,205,1001205,,Chalco,Aztec,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2126.48,504.6,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Grazing and Agriculture,None or Unspecified,690,5.8,2,0,0,2,2,200,FALSE,,,Light,Light-moderate,,,,,,,100,50,100,AD,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,205,A,A,0,4,,2126,505,2126480,504600,119,
CH-AZ-206,CH,AZ,206,1001206,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2127.04,505.05,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,680,0.1,1,0,0,1,1,100,TRUE,Definite,,,,Moderate,Moderate,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,206,A,A,0,4,,2127,505,2127040,505050,120,
CH-AZ-207,CH,AZ,207,1001207,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2127.19,504.68,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,690,0.1,1,0,0,1,1,64,TRUE,,Trace,,,Very light,Very light,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,207,A,A,0,4,,2127,505,2127190,504680,121,
CH-AZ-208,CH,AZ,208,1001208,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2127.61,504.53,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,690,0.1,1,0,1,1,1,64,TRUE,Definite,,,,None,None,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,208,A,A,0,4,,2128,505,2127610,504530,122,
CH-AZ-209,CH,AZ,209,1001209,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2127.76,505.15,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,1,0,1,1,1,209,A,A,0,4,,2128,505,2127760,505150,123,
CH-AZ-210,CH,AZ,210,1001210,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127.32,504.95,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.1,1,0,0,1,1,225,TRUE,,,,,Very light,Very light,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,210,A,A,0,4,,2127,505,2127320,504950,125,
CH-AZ-211,CH,AZ,211,1001211,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.5,505.45,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Grazing,None or Unspecified,670,0.1,1,0,1,1,1,100,TRUE,,Trace,,,Moderate,Moderate,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,211,A,A,0,4,,2128,505,2128500,505450,126,
CH-AZ-212,CH,AZ,212,1001212,,Chalco,Aztec,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2128.9,505.3,2245,2245,0,0,2,Island,Deep (100+ cm),Deep (100+ cm),,,Very slight,,None,Slight,Grazing,None or Unspecified,670,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,1,0,1,1,1,212,A,A,0,4,,2129,505,2128900,505300,127,
CH-AZ-213,CH,AZ,213,1001213,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2128.69,504.72,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,1.5,1,0,0,1,1,1225,FALSE,,,,,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,213,A,A,0,4,,2129,505,2128690,504720,128,
CH-AZ-214,CH,AZ,214,1001214,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2129.26,504.3,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.1,1,0,0,1,1,78,TRUE,Definite,,,,Moderate,Moderate,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,214,A,A,0,4,,2129,504,2129260,504300,129,
CH-AZ-215,CH,AZ,215,1001215,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2129.36,504,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.1,1,0,0,1,1,144,TRUE,Definite,,,,Heavy,Heavy,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,215,A,A,0,4,,2129,504,2129360,504000,130,
CH-AZ-216,CH,AZ,216,1001216,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2129.54,504.5,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.1,1,0,0,1,1,264,TRUE,Definite,,,,,,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,216,A,A,0,4,,2130,504,2129540,504500,131,
CH-AZ-217,CH,AZ,217,1001217,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2129.58,504.65,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Grazing,None or Unspecified,675,0.1,2,0,2,2,2,1910,TRUE,,Trace,,,Light,Light,,,,,20,10,20,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,217,A,A,0,4,,2130,505,2129580,504650,132,
CH-AZ-218,CH,AZ,218,1001218,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2129.88,504.53,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,None,None or Unspecified,675,0.1,1,0,1,1,1,1600,TRUE,,,,,Light-moderate,Light-moderate,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,218,A,A,0,4,,2130,505,2129880,504530,133,
CH-AZ-219,CH,AZ,219,1001219,,Chalco,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2129.86,504.35,2240,2240,0,0,4,"Lakebed, Freshwater",Deep (100+ cm),Deep (100+ cm),,,None,None,,,Agricultural,None or Unspecified,675,0.1,1,0,1,1,1,900,TRUE,,,,,Light,Light,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,219,A,A,0,4,,2130,504,2129860,504350,134,
