"","CH-ET-3","CH-ET-5","CH-ET-6","CH-ET-7","CH-ET-8/9","CH-ET-27","CH-ET-10","CH-ET-24/26","CH-ET-28/29","CH-ET-12","CH-ET-13","CH-ET-14","CH-ET-15","CH-ET-2","CH-ET-1","CH-ET-21","CH-ET-20","CH-ET-18","CH-ET-23","CH-ET-4","CH-ET-11","CH-ET-19","CH-ET-25","CH-ET-32","CH-ET-16","CH-ET-17","CH-ET-31","CH-ET-30","CH-ET-22","IX-ET-2","IX-ET-3","IX-ET-8","IX-ET-1","IX-ET-17","IX-ET-5","IX-ET-7","IX-ET-18/21","IX-ET-15","IX-ET-19","IX-ET-20","IX-ET-10","IX-ET-12","IX-ET-14","IX-ET-13","IX-ET-6","IX-ET-9","IX-ET-11","TX-ET-18","TX-ET-22","TX-ET-21","TX-ET-19/20","TX-ET-17","IX-ET-4/16/23TX-ET-4/16/23","XO-ET-3","XO-ET-8","XO-ET-9","XO-ET-5","XO-ET-6","XO-ET-4","XO-ET-1","XO-ET-2"
"IX-ET-11",16689.1804843285,17362.7409632484,17430.5484452096,17234.8459534338,17480.9286547127,10321.6437834737,16963.7413402625,10776.18142025,7830.04951401568,16565.4191470138,18386.7433879634,18436.6166932595,18132.2225454641,12551.4582878067,13327.3876891693,19273.3767013651,19552.1501739642,20414.9747196396,12065.1043135081,16942.2175534786,18556.1060565144,20263.8869688479,10751.3180107972,5531.82783752358,21660.525404728,20783.2300185277,6657.11679511557,7836.34911120278,19420.6420725322,11265.9061662723,10717.349872916,3341.16006994696,13998.1484321042,6656.16567350684,6121.88929226036,5704.52260110805,4967.3393624902,2600.03182586891,3409.01253811312,4324.483197969,4897.1210037978,2071.00068507435,4884.8349971172,6558.54376227526,2230.42969499838,3339.31407836438,0,12827.3289334719,9198.43136538602,9046.71789553834,11469.1205210759,14127.3876277762,8331.81652886843,3392.26174441243,5140.52795211974,5417.7399317876,3979.8380268571,4369.50401934062,3773.48829793075,827.851736147581,2958.1635276101
"TX-ET-18",12381.9002787731,13529.8172155135,13895.1347400292,14169.1891311791,14672.0185171173,12488.4691306894,14400.7862403892,13707.2877458742,11009.7691543402,15318.3504565551,17929.5148417818,18199.1253418455,18440.5115797315,9076.88965593738,8811.76170698887,21147.237040391,21347.8150560118,21897.0570903538,15159.8067285775,13347.7544714723,16178.4017211352,21977.2181444659,13264.7214350987,15024.125094305,21521.4257988251,22054.2910727509,15843.889767428,16677.8381795841,21391.8984684881,917.107338673223,1539.16833829132,11001.9718424985,3015.02189994551,7196.23825532241,6857.47657002229,7330.6821365255,8220.18810947101,11103.7427985198,10102.1688076864,9386.72067659878,10030.358164667,14168.2909083635,14068.008596858,15834.9477585844,11192.0725232148,10482.6071900931,12827.3289334719,0,3610.47316240375,6254.3881375925,4423.14466892618,2149.50819836746,4377.50377415971,14805.4579328995,16157.0440997373,16524.9192863481,15717.2774967164,16053.2868570846,14882.8768080251,12875.109100437,14881.6965897889
"TX-ET-22",14332.4211858032,15238.0313094823,15494.5139794365,15658.4397226658,16130.1206407161,11650.7368445739,15808.5925367445,12862.9206988299,9463.64313228929,16330.9080738623,18925.7463265621,19041.8168454475,18918.001757711,10223.4013827412,10404.8995472157,21316.7046422951,21542.3978315921,22098.713705642,14388.5485970576,14936.5560325755,17634.1910624162,22177.8979342137,12472.8762015121,12309.6099841165,22451.3366967367,22257.8911982537,13190.0427014278,14216.0660918476,21501.4839443552,2526.22333150815,2079.03613056565,7114.16099565715,6446.72353669855,4760.18648566127,3212.29077613694,3589.22749434593,4398.47575467528,8045.04796961105,6316.31433340592,5498.04202234932,6141.69028735316,10423.9842908858,10179.3407195441,11946.2798812706,8027.45771668878,6660.03533554094,9198.43136538602,3610.47316240375,0,2820.49404354985,2932.58330416715,5923.64313097365,1334.01277123807,11959.3118483447,12625.6790498346,13003.2279637202,12779.2568211129,13155.2129807962,12117.4263543538,9841.20729726589,11376.3946240313
"TX-ET-21",17134.8052818446,18017.2624812107,18262.5948118541,18320.2709996302,18714.3260003355,13610.3107156388,18278.3224768289,14821.7228470433,11422.2057687045,18458.3826126556,21023.4968255352,21139.5673444206,21015.7522566841,12864.3134844452,13207.2836432571,23302.7816910741,23528.4748803711,24159.1311933761,16347.3507452709,17705.1342587315,20139.6246466701,24184.6651240393,14432.1942451218,13479.5489583111,24549.0871957099,24318.3086859879,14366.348119894,15399.3736603521,23461.7262023747,5275.72329137141,4861.72182583476,6333.43067591275,9185.33434346281,6720.42874368073,4002.62265781977,3857.46848286617,4063.68833410268,8939.17389508122,5754.06365646512,4844.49674614765,4807.70527870528,9881.20077566179,8555.96113666288,10059.4871012479,8915.491231158,6007.72394449475,9046.71789553834,6254.3881375925,2820.49404354985,0,2660.94270699639,8621.0924368058,3669.39117708109,12419.1472083173,11739.2964777025,12116.8453915881,13007.16429523,13396.7028545635,12798.2007521478,9854.31889279918,10851.3641153046
"TX-ET-19/20",16496.293515926,17534.9335557268,17831.665823445,17995.5915666743,18467.2724847245,14572.0213110129,18145.744380753,15784.205165269,12384.9275987283,18768.7631708466,21380.5820815574,21564.3387279723,21440.5236402358,12560.5532267497,12618.6397745823,24140.9736257785,24341.5516413993,24890.7936757413,17309.8330634966,17273.707876584,19971.3429064247,24970.9547298533,15394.1606679512,15215.4478706912,24973.8585792616,25049.971168353,16095.8805880025,17121.9039784223,24385.6350538755,4110.21360232499,3930.36430781758,8911.99819723261,7387.0154463541,7681.47095210033,5838.98163944643,6013.05499115222,6474.9370217863,10720.475664471,8258.26731666781,7348.87389216052,7446.35490075795,12387.2117535321,11185.8036244543,12510.1343211459,10702.8854115488,8513.73492236503,11469.1205210759,4423.14466892618,2932.58330416715,2660.94270699639,0,6598.34539741943,4087.45771912087,14485.0726879539,14182.505156735,14560.0540706206,15305.0176607221,15680.9738204054,14643.187193963,12192.6005428687,13211.1720588011
"TX-ET-17",10243.0786103898,11392.2206575671,11761.2849780486,12035.3393691986,12538.1687551368,11598.5997286303,12266.9364784087,12811.7744616796,10731.9106239515,13363.9848723359,15974.4234889404,16244.7597576263,16488.9858336486,7126.01728940757,6677.91194500835,19197.0099032853,19397.587918906,19946.829953248,14064.9439706691,11213.9047094918,14044.5519591547,20026.9910073601,12299.9630988934,15815.929719382,19498.1370561312,20099.9254885316,16202.2882154605,16916.370061742,19441.6713313823,2710.74205312583,3349.21405027867,12872.9198190559,895.053292890163,8167.32115054282,8459.80872087453,9098.3043115756,10089.988192378,12396.0038174201,11937.4408346202,11259.2648199916,11905.8879724008,15865.5087552581,15942.7923674438,17712.1963518926,12487.6809613727,12344.9056531434,14127.3876277762,2149.50819836746,5923.64313097365,8621.0924368058,6598.34539741943,0,6070.87636672824,16226.2131370112,18153.6834919683,18521.5561765486,17138.0327008281,17474.0420611962,16252.9665746495,14358.0492966871,16685.0188762601
"IX-ET-4/16/23TX-ET-4/16/23",13582.6376711785,14454.4194615328,14701.627012552,14760.2159816601,15155.2152823507,10356.9199846835,14725.743919634,11569.1038389396,8169.82627239897,15121.8091588028,17716.6474115026,17832.7179303879,17708.9028426514,9293.67168871011,9776.64471437446,20024.4177399641,20250.1109292611,20880.2296683154,13094.7317371673,14144.0317906195,16596.2009444252,20906.3011729292,11179.0593416218,11009.3385177655,21242.2377816772,21039.4071609271,11889.7712350768,12915.7946254966,20207.6670844649,3124.97166426851,2581.55194627466,6695.52895526846,6723.36280726255,3466.36962577095,2300.173356157,2920.91344778816,3912.59732859061,6785.33873322331,5759.719447328,5081.88073191806,5728.50388432726,9697.33163721256,9765.40827937026,11534.8122638191,6841.10847077946,6167.51478935595,8331.81652886843,4377.50377415971,1334.01277123807,3669.39117708109,4087.45771912087,6070.87636672824,0,10706.8263651032,12093.017508751,12460.8901933314,11599.6467918465,11935.6561522146,10831.6225868266,8737.23505192671,10625.4149515534
"XO-ET-3",16920.2596033311,17320.102860701,17239.6937952097,17030.0726328137,17271.3279210631,9810.70008007068,16753.3939386043,10086.6617948539,7859.76803910435,16238.7311730488,17866.9249076563,17814.2879216693,17249.7284192198,13400.7657762048,14476.2869859023,17789.5980129406,18068.3714855397,18931.1960312151,10974.0704354719,16862.7901494911,18340.9433674688,18780.1082804234,10236.5229481263,3087.7562352993,20443.9031727413,19299.4513301032,4176.36141803458,5273.21696559765,17935.1450647732,13513.3348896339,12966.1253573635,6505.21127812533,15663.4994984193,8507.21741938618,8866.58330001238,9025.10889272553,8338.1531231992,4027.77115108223,6781.82608072439,7695.29695867799,8160.4308998105,3659.55655755614,7402.12840755129,8585.64258520531,3905.7808063529,6624.74317987713,3392.26174441243,14805.4579328995,11959.3118483447,12419.1472083173,14485.0726879539,16226.2131370112,10706.8263651032,0,5859.02353049618,6008.13413979526,932.456256692078,1254.13205371506,628.607522845777,2564.377648507,3633.90720672013
"XO-ET-8",21824.9611362148,22498.5216151348,22566.329097096,22370.6266053202,22616.7093065991,15162.9653899556,22099.4543767347,15440.6161977891,12965.4268297787,21592.3998977762,23221.0924458236,23172.4110206365,22607.851518187,17636.1309448807,18411.6976098065,23632.0814554489,23910.854928048,24773.6794737234,16434.0038069153,22077.998205365,23691.8190929865,24622.5917229317,15590.3606477225,8936.53539978426,26136.1543774508,25141.9347726115,10018.2257466851,11088.5410878482,23777.6786635312,15062.9931011485,14601.0842457073,5521.04954207517,18806.1699325026,11697.9324216585,9855.83207910153,9216.62661152669,8192.57643410791,7737.93240998815,6276.32139928954,7127.04965969432,6950.57336903134,3054.89645012886,3497.03507721174,3369.62064505917,7370.95284039604,5926.10037725651,5140.52795211974,16157.0440997373,12625.6790498346,11739.2964777025,14182.505156735,18153.6834919683,12093.017508751,5859.02353049618,0,377.548913885595,5518.19628692385,5742.43594334793,6506.87531494959,5313.75317874071,2502.58647950349
"XO-ET-9",22100.5483640333,22774.1088429533,22841.9163249145,22646.2138331387,22892.2965344175,15438.0931016324,22375.0416045531,15715.5213380981,13240.5801308575,21867.5276094531,23495.9975861326,23444.7179061912,22880.1584037417,17927.4594868777,18703.3888882403,23782.2049073145,24060.9783799136,24923.802925589,16607.164807675,22353.5854331834,23967.406320805,24772.7151747973,15865.3824913705,9085.86746952081,26332.998596523,25292.0582244771,10167.3363559842,11235.3557748455,23927.8021153968,15430.8682877593,14968.9594323181,5898.59845596077,19174.042617083,12018.4937594431,10223.7047636819,9584.49929610707,8560.45162071872,8013.5291190819,6643.93386039515,7504.59857357992,7328.12228291693,3332.13591113653,3845.64171332269,3555.92012042925,7647.74165990098,6303.6492911421,5417.7399317876,16524.9192863481,13003.2279637202,12116.8453915881,14560.0540706206,18521.5561765486,12460.8901933314,6008.13413979526,377.548913885595,0,5581.24011586024,5776.32882071885,6657.65300446084,5591.0475972575,2779.56165933167
"XO-ET-5",17852.0366294336,18089.3239185144,18008.9148530232,17799.2592159266,18039.5565769213,10578.8884503793,17521.5823089129,10854.5248922729,8791.26589008774,17006.6003281135,18634.1054349214,18581.4519117992,18016.8924093497,14333.0870397905,15408.6448513143,18453.1635317655,18731.9370043646,19594.76155004,11740.9848014051,17632.0112073045,19108.8125225335,19443.6737992483,11004.392103191,3691.82680843193,21113.1590730984,19963.0168489281,4744.24990448419,5733.42344062711,18597.371228969,14425.1544534508,13877.9449211804,7003.54812123264,16595.9557551114,9427.98827072995,9686.52827278057,9663.35344872983,8926.17021011198,4947.21502460864,7339.267905145,8283.31404559078,8659.64707557916,3854.37426036741,7594.27436382084,8476.02792524921,4795.68762387494,7132.90208905318,3979.8380268571,15717.2774967164,12779.2568211129,13007.16429523,15305.0176607221,17138.0327008281,11599.6467918465,932.456256692078,5518.19628692385,5581.24011586024,0,389.793817601759,1296.19337791485,3141.98369837098,3507.51699847245
"XO-ET-6",18048.4310927623,18232.3328072071,18151.9237417159,17933.9197720167,18173.8769381439,10713.5490064694,17655.9026701355,10985.0020448128,9032.16158797347,17137.0774806534,18764.5047434938,18711.8512203716,18147.2917179221,14574.3800453222,15650.1568871885,18553.0220776854,18831.7955502844,19694.6200959599,11871.3841099774,17775.0200959972,19239.2896750734,19543.5323451682,11134.8692557309,3788.38222154324,21224.0470749887,20062.8753948479,4763.88398866274,5731.57750519443,18695.405296605,14761.1638138189,14213.9542815485,7393.26694212136,16859.832113326,9761.31609819584,10062.4844324639,10052.8920080633,9315.70876944546,5281.17999971324,7728.98672603372,8672.85260492426,9049.36589646788,4183.72923230142,7923.62933575485,8704.86918387901,5131.00080623516,7522.6209099419,4369.50401934062,16053.2868570846,13155.2129807962,13396.7028545635,15680.9738204054,17474.0420611962,11935.6561522146,1254.13205371506,5742.43594334793,5776.32882071885,389.793817601759,0,1460.33207240408,3458.95468213531,3764.35170946779
"XO-ET-4",16701.0972014375,16921.7623053524,16841.3532398611,16631.6976027646,16871.9949637593,9411.32683721731,16354.0206957509,9686.9632791109,7639.97231362383,15839.0387149514,17466.5438217594,17413.8902986372,16849.3307961877,13182.9279357375,14259.049042016,17311.6615902177,17590.4350628168,18453.2596084922,10573.423188243,16464.4495941425,17941.2509093715,18302.1718577006,9836.83049002899,2603.40559229439,19965.9667500184,18821.5149073803,3681.74771903317,4778.60326659624,17457.2086420504,13590.7537647594,13043.5442324891,7048.3955958482,15593.0718531178,8501.15908851102,9024.69780602152,9195.13095976593,8717.2066670297,4108.96842995921,7160.87962455489,8074.35050250849,8659.18433363583,4223.59880398649,7962.7139651138,9213.7146784003,4072.72867549781,7101.37740820241,3773.48829793075,14882.8768080251,12117.4263543538,12798.2007521478,14643.187193963,16252.9665746495,10831.6225868266,628.607522845777,6506.87531494959,6657.65300446084,1296.19337791485,1460.33207240408,0,2808.78203625107,4136.05096496254
"XO-ET-1",16532.2103752869,17205.7708542069,17273.578336168,17077.8758443922,17323.9585456711,9875.52072978803,16806.7036158067,10309.0603516622,7672.96645175651,16305.8167583196,17939.824495719,17989.697801015,17665.0883660499,12419.5170829414,13489.6407289107,18801.5406240637,19080.3140966628,19943.1386423382,11597.13085505,16785.247444437,18399.0683320586,19792.0508915465,10304.8525328288,4687.28856757389,21193.3912253138,20311.3939412263,5815.37740470381,6995.21203609617,18947.6519534983,11582.9860571714,11034.4297638151,4161.85725856552,14222.5913854583,6880.60862686093,6734.16283229245,6510.50804629897,5773.32480768112,2534.68928517798,4216.99776520632,5130.46864315992,5724.97273994538,2172.33769142446,5506.08919551149,7004.26552854862,2255.43129738785,4167.16581451196,827.851736147581,12875.109100437,9841.20729726589,9854.31889279918,12192.6005428687,14358.0492966871,8737.23505192671,2564.377648507,5313.75317874071,5591.0475972575,3141.98369837098,3458.95468213531,2808.78203625107,0,2870.37507540271
"XO-ET-2",19402.5854506896,20076.1459296096,20143.9534115707,19948.250919795,20194.3336210738,12740.3346809492,19677.0786912094,13019.0667053441,10542.7638868501,19169.7691887698,20798.935141874,20751.8511919053,20187.2916894558,15283.7577477263,16218.0414294394,21289.8218084983,21568.5952810974,22431.4198267728,14088.75485318,19655.6225198397,21269.4434074613,22280.3320759811,13167.7299387161,6602.66981689867,23715.5945487196,22799.6751256609,7720.57393161674,8822.10993756158,21435.5179158676,13741.642441036,13195.6944558065,4483.39212212671,16943.9977437767,9602.01498517931,8383.48155350279,7826.27052592772,6927.09615976622,5316.18678804175,4988.42930116708,5948.76210865049,6105.09519923843,972.816860870287,4133.59989542922,5072.2006052494,4980.01344349601,4769.66904314342,2958.1635276101,14881.6965897889,11376.3946240313,10851.3641153046,13211.1720588011,16685.0188762601,10625.4149515534,3633.90720672013,2502.58647950349,2779.56165933167,3507.51699847245,3764.35170946779,4136.05096496254,2870.37507540271,0
