"","CH-ET-3","CH-ET-5","CH-ET-6","CH-ET-7","CH-ET-8/9","CH-ET-27","CH-ET-10","CH-ET-24/26","CH-ET-28/29","CH-ET-12","CH-ET-13","CH-ET-14","CH-ET-15","CH-ET-2","CH-ET-1","CH-ET-21","CH-ET-20","CH-ET-18","CH-ET-23","CH-ET-4","CH-ET-11","CH-ET-19","CH-ET-25","CH-ET-32","CH-ET-16","CH-ET-17","CH-ET-31","CH-ET-30","CH-ET-22","IX-ET-2","IX-ET-3","IX-ET-8","IX-ET-1","IX-ET-17","IX-ET-5","IX-ET-7","IX-ET-18/21","IX-ET-15","IX-ET-19","IX-ET-20","IX-ET-10","IX-ET-12","IX-ET-14","IX-ET-13","IX-ET-6","IX-ET-9","IX-ET-11","TX-ET-18","TX-ET-22","TX-ET-21","TX-ET-19/20","TX-ET-17","IX-ET-4/16/23TX-ET-4/16/23","XO-ET-3","XO-ET-8","XO-ET-9","XO-ET-5","XO-ET-6","XO-ET-4","XO-ET-1","XO-ET-2"
"CH-ET-30",20102.3326206118,20192.9093784682,19915.9791193294,19273.6117113858,19416.284298451,9396.61803598153,18607.4325434396,8849.67580170211,8623.19974443788,17248.3120930776,19107.412344225,18882.384311336,18370.5418770458,16101.9730804437,17754.3623831493,18615.0069394112,18989.9353063399,20098.4355195798,9434.99657793126,19537.7025783009,20346.0743518862,19896.7695113336,9418.94471631067,3108.07181448407,21792.2222606958,20553.4213544247,1624.77385135275,0,18718.7219866729,20837.8619873125,20150.5770325746,15033.292992063,21455.3940852187,13318.3470954187,15595.5438986374,15860.6014579498,15893.9548284912,9175.14007835901,14701.4827749021,15618.6898565741,16835.2533731101,12185.6042890087,17252.2051634388,19000.0896539679,9525.76471738739,14850.2083181876,10829.9583514933,21986.1710570378,19360.772891688,21132.3480618666,22953.5989778178,22276.4318894437,17589.3131023464,7217.44117029904,15325.623287609,15436.1774306505,7673.49516700948,7538.13426738305,6478.58444612274,9745.83714817958,12213.0737816572
"CH-ET-22",14574.8836131049,13138.0743073399,12520.4031367475,11721.9738643184,11022.1342463762,14323.9986223184,11015.4764916332,12916.5491038557,17750.0427296938,8885.03834710536,5769.24731352576,5287.94124319053,4631.10149685594,17337.9858606768,17911.333109058,289.692246695243,412.503348452264,1616.83752271396,10953.305308676,12951.6469814498,9865.04990241381,1213.22240623926,13214.9022873305,21093.7482774587,3977.18196502545,2276.86149033901,19828.550909893,18718.7219866729,0,28234.9111764378,28001.0532734891,30785.6812723843,25513.938496105,23661.2435102346,27954.3522565539,28791.6821632349,29644.2916546995,24388.2396476909,29926.2493674097,30267.6584422159,31770.023006435,29794.6045999205,34327.1287894635,36532.6156857722,24920.9850466112,30322.6031243569,27531.5574532069,28614.1636297031,29375.6753823039,32858.1880702325,33014.6218751653,26854.1845163489,27877.9060311385,25444.8823503891,33581.6274497356,33770.7876272097,26210.1876396965,26148.0483237476,24745.8500679804,26865.2429379525,30231.7770917099
"IX-ET-2",16339.8259451873,17896.1874918841,18288.1293745906,18579.9405588807,19367.9527804845,15292.3495541173,18802.95204964,17068.7786908201,13137.4972962041,20050.6774683948,23917.8558255919,24165.3262035971,24382.9253119009,11089.0893126132,11096.3490241396,27964.7486354501,28188.1821802831,28553.3592097316,19004.7279162712,17555.293910101,21232.4229624842,28827.6486187021,16373.4878717499,18809.0146854427,28467.6292645775,28489.050966928,19628.1741412622,20837.8619873125,28234.9111764378,0,805.149920830646,13521.4581810266,4608.10661471681,7562.32631405682,7664.03766549743,8425.28276287752,9746.58052409689,13316.2561846181,12383.932593781,11356.2302157663,12143.7363086344,17611.2654614395,17662.533579508,20059.9637339192,13379.2166062866,12898.5432850507,15206.8934173033,1364.02470701922,3808.33244339288,7297.52065791073,5526.38017207438,3874.94646970766,4503.39267504716,18840.7557877825,21244.1446218937,21713.4688369665,20155.3376781963,20572.852682313,18935.7826685979,16096.2287405798,18997.3033992451
"IX-ET-3",16428.816539795,17957.8528045871,18328.2235007735,18583.5994316411,19362.5664628696,14849.3111651847,18771.2558884082,16623.8906457531,12573.6659602957,19935.9491515463,23802.0852392239,24035.0206059798,24227.6056008158,10987.3815093032,11114.8550474213,27733.8735724711,27965.6037155665,28362.9003618947,18587.0219162313,17591.633786162,21228.6789654403,28622.4210959349,15946.36337639,18076.402286813,28343.946818,28317.4745458666,18919.2633621219,20150.5770325746,28001.0532734891,805.149920830646,0,12746.4008446304,5083.76091235105,6847.35906432317,6867.11291024081,7642.70012808098,8976.51428637958,12531.9342969675,11601.3697624059,10587.8763354314,11407.3897576634,16809.2098216334,16916.7666678219,19330.2766647266,12588.0559045039,12119.5875177212,14401.8052345899,2168.54818906329,3149.5692039013,6824.98696642335,5372.22804348081,4503.46526183931,3709.11598696952,18050.0954185525,20456.9396215906,20925.5843624552,19361.2502595575,19780.0464061573,18151.7636919938,15293.069857513,18194.7606909821
"IX-ET-8",24542.309033742,25602.6487878331,25701.4690761003,25531.2767512292,26110.0958702334,16711.2482734571,25299.0364541291,17905.7674917627,13238.5752401485,25312.3953542185,28683.7616327488,28698.7267636789,28532.1727484907,18350.0836130992,19519.5866408688,30589.1466142429,30923.1712726423,31758.1854312136,19832.3809983035,25020.2706941716,27776.0284713,31777.6838417391,17723.5933344743,11943.6737502592,32687.2769915981,31989.7830071502,13408.5191482897,15033.292992063,30785.6812723843,13521.4581810266,12746.4008446304,0,17203.5540557947,9279.57351082329,6006.45557686288,5114.26445225743,3780.46775529791,6474.91369293213,1231.30935530394,2190.22722566152,2227.62425139446,4945.28943530074,4486.13059871626,7059.36507963401,5965.21606746233,668.259381794365,4317.94636020485,14856.5740644584,9921.41611881848,8767.21089335296,11735.2682465862,17064.4957062138,9064.03492448984,8914.20605802088,7786.21516357722,8261.62465206732,9660.96039843463,10110.9850364075,9474.32954909695,5547.58576535607,6242.63620670073
"IX-ET-1",12427.2237933806,14052.6553083284,14516.3653835138,14941.4126241648,15751.0980579303,14136.6819273172,15301.9183698492,15842.1314566548,12985.5755546258,16884.3274000536,20692.5794630221,21001.5295658633,21330.5006636636,8232.34472280596,7656.66754420469,25231.8786403563,25411.2354434683,25616.0228127433,17526.6930146213,13810.5108378727,17581.3342965286,25958.4774710885,15058.9128203722,19999.08306406,25226.591872463,25463.4771492981,20513.1217909359,21455.3940852187,25513.938496105,4608.10661471681,5083.76091235105,17203.5540557947,0,9279.32726892769,11198.1125308842,12137.7221260504,13547.9881100611,15483.4431948069,15996.8723419012,15140.5217203067,16148.4109098567,20723.7223390988,21558.0514296677,24047.9670019409,15691.5485091014,16546.4659926018,18052.0270612763,3982.87686974111,8198.00800524548,11888.7161671052,10022.7633801681,1353.03862872232,8285.15171140928,20980.3649403872,24676.7897084275,25130.814415782,22358.5920083768,22733.0719579454,20922.3996627628,18728.1871731396,22067.3476454527
"IX-ET-17",15350.2558565238,16505.5477226101,16661.9510109526,16588.1972145465,17233.0507727172,9463.23908600492,16463.1056045411,11116.8120941284,6417.04437674276,16855.1197979486,20516.3287339256,20622.8997203566,20608.4378858622,9128.00284508736,10242.3905046316,23422.8811168172,23711.1971668078,24341.9619365851,13190.2531365703,15955.297914929,18993.4425186632,24482.9100161715,10611.6006610945,11253.9854503739,24841.2307249955,24442.4830959474,12071.9046737788,13318.3470954187,23661.2435102346,7562.32631405682,6847.35906432317,9279.57351082329,9279.32726892769,0,4414.21432413241,5382.65850816534,6557.4039349213,6204.11693072915,8074.16016734131,7742.59115698468,9176.38968790386,11775.6581027935,13746.7093232794,16322.3162730258,6423.48205207576,8626.37972585876,8967.40359401323,8782.3418159497,6375.55095729583,9293.39425275176,10166.2979430774,9693.48359079791,4618.21369425238,11716.9356900437,15959.9266430216,16385.6941428338,13089.0498335925,13470.9273592018,11694.8245047714,9517.03005719075,13053.6959769654
"IX-ET-5",19513.8700818525,20753.6677988129,20946.147738491,20917.6502720934,21582.9094433025,13658.3629938205,20827.0206458378,15219.2938767807,10366.4046511543,21267.609767106,24928.2394030889,25030.7127298398,25005.3044537995,13305.9765248386,14233.0776446633,27722.6877652776,28020.0549401782,28685.6605295376,17289.7351363102,20227.7863660355,23363.3906921368,28808.0718745386,14793.2845350312,12936.5184501727,29237.1755039947,28804.8682554919,14108.4803831793,15595.5438986374,27954.3522565539,7664.03766549743,6867.11291024081,6006.45557686288,11198.1125308842,4414.21432413241,0,1052.32167884729,2446.1842660206,6691.25400104608,4808.38649979043,3972.73115220535,5165.68220573791,9963.96314065196,10386.8230112823,12911.9102582252,6545.35083620562,5352.33486641388,7708.6221688894,9023.81977951656,4448.10123223872,5579.30406340593,7502.33039984581,11076.8501261526,3161.68648883593,11819.3386465754,13611.2558284398,14076.9763114993,13024.9120332717,13468.6736276558,12069.2538031285,8730.07485973519,11353.8125670412
"IX-ET-7",20555.3384165556,21785.6827565954,21972.1058900408,21933.1621206938,22592.2196207428,14474.1037155572,21830.9007693971,15993.9140120055,11123.3280953605,22232.0301187484,25868.2539905266,25961.4450371956,25920.3558900307,14343.1795692494,15282.5363954453,28563.9834547227,28866.4200025689,29553.7416510766,18056.0983209758,21255.70584408,24364.9835040174,29663.9053780351,15599.497053525,13092.5880143295,30149.7287638102,29686.4724840823,14332.2432430909,15860.6014579498,28791.6821632349,8425.28276287752,7642.70012808098,5114.26445225743,12137.7221260504,5382.65850816534,1052.32167884729,0,1422.53720867586,6778.74974195982,3958.84428505596,3003.07850965856,4125.92146054715,9342.99545581152,9421.09517095987,11926.4878703477,6553.02964983236,4479.10644803433,7294.19360307268,9771.14146026006,4963.39191703126,5294.69849426381,7593.22050395283,11955.2222051818,3950.18307285327,11619.5752674269,12821.2012861935,13291.5788673851,12763.079208136,13214.3326284934,11929.3703676871,8397.06216942322,10734.1455547373
"IX-ET-18/21",21846.0258869893,23044.0197445653,23212.5500702999,23145.5982509756,23788.580957873,15324.6600581034,23014.760529223,16771.600620879,11903.5875012893,23328.9982239743,26912.2690091852,26987.273833717,26916.319556391,15623.7822400894,16612.2499675777,29423.7560601445,29734.6783432872,30459.6494818186,18812.6311465601,22502.2157123787,25541.3832309257,30547.91922354,16429.5964822536,12999.9376511457,31136.8161227435,30616.6235695225,14320.4480168568,15893.9548284912,29644.2916546995,9746.58052409689,8976.51428637958,3780.46775529791,13547.9881100611,6557.4039349213,2446.1842660206,1422.53720867586,0,6718.93559842449,2704.03325695532,1612.26633171065,2723.0771937643,8281.39917586995,8010.98577851683,10507.4054317158,6394.31508446755,3178.02097810854,6535.25060383579,11077.8810718637,6152.34749976545,5656.35100263635,8327.60860917465,13338.096270214,5318.59423632159,11068.4995607944,11550.0819854921,12023.841530717,12119.3374920224,12576.2168717684,11453.3981386034,7721.10300646067,9661.55515907652
